sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price,errors
51033,"All Websites [EUR]","ALL GROUPS",1,10.490,"Product Type is invalid or not supported"
51035,"All Websites [EUR]","ALL GROUPS",1,7.820,"Product Type is invalid or not supported"
51048,"All Websites [EUR]","ALL GROUPS",1,12.430,"Product Type is invalid or not supported"
51062,"All Websites [EUR]","ALL GROUPS",1,19.920,"Product Type is invalid or not supported"
51069-BE,"All Websites [EUR]","ALL GROUPS",1,1.030,"Product Type is invalid or not supported"
51069-RD,"All Websites [EUR]","ALL GROUPS",1,1.030,"Product Type is invalid or not supported"
51069-SR,"All Websites [EUR]","ALL GROUPS",1,1.030,"Product Type is invalid or not supported"
51069-WE,"All Websites [EUR]","ALL GROUPS",1,1.030,"Product Type is invalid or not supported"
51071,"All Websites [EUR]","ALL GROUPS",1,27.490,"Product Type is invalid or not supported"
51078,"All Websites [EUR]","ALL GROUPS",1,3.880,"Product Type is invalid or not supported"
51079,"All Websites [EUR]","ALL GROUPS",1,3.880,"Product Type is invalid or not supported"
51082,"All Websites [EUR]","ALL GROUPS",1,5.200,"Product Type is invalid or not supported"
51084-OE,"All Websites [EUR]","ALL GROUPS",1,1.990,"Product Type is invalid or not supported"
51085-BK,"All Websites [EUR]","ALL GROUPS",1,4.990,"Product Type is invalid or not supported"
51085-GN,"All Websites [EUR]","ALL GROUPS",1,4.990,"Product Type is invalid or not supported"
51085-LBE,"All Websites [EUR]","ALL GROUPS",1,4.990,"Product Type is invalid or not supported"
51085-RD,"All Websites [EUR]","ALL GROUPS",1,4.990,"Product Type is invalid or not supported"
51091-LBE,"All Websites [EUR]","ALL GROUPS",1,2.850,"Product Type is invalid or not supported"
51105,"All Websites [EUR]","ALL GROUPS",1,13.850,"Product Type is invalid or not supported"
51112,"All Websites [EUR]","ALL GROUPS",1,9.080,"Product Type is invalid or not supported"
51113,"All Websites [EUR]","ALL GROUPS",1,20.950,"Product Type is invalid or not supported"
51140,"All Websites [EUR]","ALL GROUPS",1,3.990,"Product Type is invalid or not supported"
51154,"All Websites [EUR]","ALL GROUPS",1,4.990,"Product Type is invalid or not supported"
51155,"All Websites [EUR]","ALL GROUPS",1,6.600,"Product Type is invalid or not supported"
51161,"All Websites [EUR]","ALL GROUPS",1,1.850,"Product Type is invalid or not supported"
51165,"All Websites [EUR]","ALL GROUPS",1,13.080,"Product Type is invalid or not supported"
51170,"All Websites [EUR]","ALL GROUPS",1,34.280,"Product Type is invalid or not supported"
51173,"All Websites [EUR]","ALL GROUPS",1,12.430,"Product Type is invalid or not supported"
51176,"All Websites [EUR]","ALL GROUPS",1,4.990,"Product Type is invalid or not supported"
51181,"All Websites [EUR]","ALL GROUPS",1,4.190,"Product Type is invalid or not supported"
51182,"All Websites [EUR]","ALL GROUPS",1,3.990,"Product Type is invalid or not supported"
51187,"All Websites [EUR]","ALL GROUPS",1,3.560,"Product Type is invalid or not supported"
51195,"All Websites [EUR]","ALL GROUPS",1,9.960,"Product Type is invalid or not supported"
51196,"All Websites [EUR]","ALL GROUPS",1,6.080,"Product Type is invalid or not supported"
51197,"All Websites [EUR]","ALL GROUPS",1,7.230,"Product Type is invalid or not supported"
51198,"All Websites [EUR]","ALL GROUPS",1,9.230,"Product Type is invalid or not supported"
51202,"All Websites [EUR]","ALL GROUPS",1,4.190,"Product Type is invalid or not supported"
51206,"All Websites [EUR]","ALL GROUPS",1,13.230,"Product Type is invalid or not supported"
51207,"All Websites [EUR]","ALL GROUPS",1,7.820,"Product Type is invalid or not supported"
51208,"All Websites [EUR]","ALL GROUPS",1,5.760,"Product Type is invalid or not supported"
51213,"All Websites [EUR]","ALL GROUPS",1,14.500,"Product Type is invalid or not supported"
51214,"All Websites [EUR]","ALL GROUPS",1,21.620,"Product Type is invalid or not supported"
51225,"All Websites [EUR]","ALL GROUPS",1,420,"Product Type is invalid or not supported"
51240,"All Websites [EUR]","ALL GROUPS",1,12.080,"Product Type is invalid or not supported"
51241,"All Websites [EUR]","ALL GROUPS",1,2.420,"Product Type is invalid or not supported"
51242-BK,"All Websites [EUR]","ALL GROUPS",1,1.460,"Product Type is invalid or not supported"
51251,"All Websites [EUR]","ALL GROUPS",1,14.990,"Product Type is invalid or not supported"
51265-BK,"All Websites [EUR]","ALL GROUPS",1,5.200,"Product Type is invalid or not supported"
51290,"All Websites [EUR]","ALL GROUPS",1,9.990,"Product Type is invalid or not supported"
51291,"All Websites [EUR]","ALL GROUPS",1,16.790,"Product Type is invalid or not supported"
51294,"All Websites [EUR]","ALL GROUPS",1,43.580,"Product Type is invalid or not supported"
51295-GY,"All Websites [EUR]","ALL GROUPS",1,8.930,"Product Type is invalid or not supported"
51299,"All Websites [EUR]","ALL GROUPS",1,24.130,"Product Type is invalid or not supported"
51310,"All Websites [EUR]","ALL GROUPS",1,8.720,"Product Type is invalid or not supported"
51311,"All Websites [EUR]","ALL GROUPS",1,8.080,"Product Type is invalid or not supported"
51323-RD,"All Websites [EUR]","ALL GROUPS",1,420,"Product Type is invalid or not supported"
51327,"All Websites [EUR]","ALL GROUPS",1,10.390,"Product Type is invalid or not supported"
51330,"All Websites [EUR]","ALL GROUPS",1,2.620,"Product Type is invalid or not supported"
51338,"All Websites [EUR]","ALL GROUPS",1,6.920,"Product Type is invalid or not supported"
51339,"All Websites [EUR]","ALL GROUPS",1,9.190,"Product Type is invalid or not supported"
51340,"All Websites [EUR]","ALL GROUPS",1,4.190,"Product Type is invalid or not supported"
51341,"All Websites [EUR]","ALL GROUPS",1,4.290,"Product Type is invalid or not supported"
51348,"All Websites [EUR]","ALL GROUPS",1,4.590,"Product Type is invalid or not supported"
51350,"All Websites [EUR]","ALL GROUPS",1,1.500,"Product Type is invalid or not supported"
51351,"All Websites [EUR]","ALL GROUPS",1,1.500,"Product Type is invalid or not supported"
51354,"All Websites [EUR]","ALL GROUPS",1,3.660,"Product Type is invalid or not supported"
51356,"All Websites [EUR]","ALL GROUPS",1,3.990,"Product Type is invalid or not supported"
51357,"All Websites [EUR]","ALL GROUPS",1,4.820,"Product Type is invalid or not supported"
51358,"All Websites [EUR]","ALL GROUPS",1,7.330,"Product Type is invalid or not supported"
51359,"All Websites [EUR]","ALL GROUPS",1,13.630,"Product Type is invalid or not supported"
51360,"All Websites [EUR]","ALL GROUPS",1,10.450,"Product Type is invalid or not supported"
51361,"All Websites [EUR]","ALL GROUPS",1,6.200,"Product Type is invalid or not supported"
51364,"All Websites [EUR]","ALL GROUPS",1,6.600,"Product Type is invalid or not supported"
51367,"All Websites [EUR]","ALL GROUPS",1,2.930,"Product Type is invalid or not supported"
51369,"All Websites [EUR]","ALL GROUPS",1,16.790,"Product Type is invalid or not supported"
51371,"All Websites [EUR]","ALL GROUPS",1,2.720,"Product Type is invalid or not supported"
51374,"All Websites [EUR]","ALL GROUPS",1,10.490,"Product Type is invalid or not supported"
51376,"All Websites [EUR]","ALL GROUPS",1,24.980,"Product Type is invalid or not supported"
51377,"All Websites [EUR]","ALL GROUPS",1,4.190,"Product Type is invalid or not supported"
51377-S,"All Websites [EUR]","ALL GROUPS",1,3.690,"Product Type is invalid or not supported"
51377-SR,"All Websites [EUR]","ALL GROUPS",1,3.690,"Product Type is invalid or not supported"
51378,"All Websites [EUR]","ALL GROUPS",1,10.490,"Product Type is invalid or not supported"
51381,"All Websites [EUR]","ALL GROUPS",1,9.990,"Product Type is invalid or not supported"
51391,"All Websites [EUR]","ALL GROUPS",1,11.030,"Product Type is invalid or not supported"
51393,"All Websites [EUR]","ALL GROUPS",1,28.660,"Product Type is invalid or not supported"
51394,"All Websites [EUR]","ALL GROUPS",1,19.930,"Product Type is invalid or not supported"
51401-BE,"All Websites [EUR]","ALL GROUPS",1,790,"Product Type is invalid or not supported"
51401-RD,"All Websites [EUR]","ALL GROUPS",1,790,"Product Type is invalid or not supported"
51401-WE,"All Websites [EUR]","ALL GROUPS",1,790,"Product Type is invalid or not supported"
51402-WE,"All Websites [EUR]","ALL GROUPS",1,1.030,"Product Type is invalid or not supported"
51405,"All Websites [EUR]","ALL GROUPS",1,8.350,"Product Type is invalid or not supported"
51410,"All Websites [EUR]","ALL GROUPS",1,3.130,"Product Type is invalid or not supported"
51412,"All Websites [EUR]","ALL GROUPS",1,12.430,"Product Type is invalid or not supported"
51413,"All Websites [EUR]","ALL GROUPS",1,5.760,"Product Type is invalid or not supported"
51414,"All Websites [EUR]","ALL GROUPS",1,6.920,"Product Type is invalid or not supported"
51415,"All Websites [EUR]","ALL GROUPS",1,4.400,"Product Type is invalid or not supported"
51416,"All Websites [EUR]","ALL GROUPS",1,8.720,"Product Type is invalid or not supported"
51417,"All Websites [EUR]","ALL GROUPS",1,15.730,"Product Type is invalid or not supported"
51418,"All Websites [EUR]","ALL GROUPS",1,1.490,"Product Type is invalid or not supported"
51419,"All Websites [EUR]","ALL GROUPS",1,1.490,"Product Type is invalid or not supported"
51423,"All Websites [EUR]","ALL GROUPS",1,11.180,"Product Type is invalid or not supported"
51424,"All Websites [EUR]","ALL GROUPS",1,52.330,"Product Type is invalid or not supported"
51427,"All Websites [EUR]","ALL GROUPS",1,6.080,"Product Type is invalid or not supported"
51428,"All Websites [EUR]","ALL GROUPS",1,11.860,"Product Type is invalid or not supported"
51430,"All Websites [EUR]","ALL GROUPS",1,2.480,"Product Type is invalid or not supported"
51433,"All Websites [EUR]","ALL GROUPS",1,4.960,"Product Type is invalid or not supported"
51437,"All Websites [EUR]","ALL GROUPS",1,6.590,"Product Type is invalid or not supported"
51438,"All Websites [EUR]","ALL GROUPS",1,5.200,"Product Type is invalid or not supported"
51440-BE,"All Websites [EUR]","ALL GROUPS",1,500,"Product Type is invalid or not supported"
51440-WE,"All Websites [EUR]","ALL GROUPS",1,500,"Product Type is invalid or not supported"
51441-BK,"All Websites [EUR]","ALL GROUPS",1,800,"Product Type is invalid or not supported"
51441-RD,"All Websites [EUR]","ALL GROUPS",1,800,"Product Type is invalid or not supported"
51441-WE,"All Websites [EUR]","ALL GROUPS",1,800,"Product Type is invalid or not supported"
51442,"All Websites [EUR]","ALL GROUPS",1,5.560,"Product Type is invalid or not supported"
51443,"All Websites [EUR]","ALL GROUPS",1,2.620,"Product Type is invalid or not supported"
51444,"All Websites [EUR]","ALL GROUPS",1,2.480,"Product Type is invalid or not supported"
51445,"All Websites [EUR]","ALL GROUPS",1,22.030,"Product Type is invalid or not supported"
51454,"All Websites [EUR]","ALL GROUPS",1,12.430,"Product Type is invalid or not supported"
51455,"All Websites [EUR]","ALL GROUPS",1,9.990,"Product Type is invalid or not supported"
51457,"All Websites [EUR]","ALL GROUPS",1,33.060,"Product Type is invalid or not supported"
51458-BE,"All Websites [EUR]","ALL GROUPS",1,880,"Product Type is invalid or not supported"
51458-GY,"All Websites [EUR]","ALL GROUPS",1,880,"Product Type is invalid or not supported"
51458-RD,"All Websites [EUR]","ALL GROUPS",1,880,"Product Type is invalid or not supported"
51460-BE,"All Websites [EUR]","ALL GROUPS",1,320,"Product Type is invalid or not supported"
51460-BK,"All Websites [EUR]","ALL GROUPS",1,320,"Product Type is invalid or not supported"
51460-RD,"All Websites [EUR]","ALL GROUPS",1,230,"Product Type is invalid or not supported"
51460-WE,"All Websites [EUR]","ALL GROUPS",1,320,"Product Type is invalid or not supported"
51462,"All Websites [EUR]","ALL GROUPS",1,26.230,"Product Type is invalid or not supported"
51467,"All Websites [EUR]","ALL GROUPS",1,920,"Product Type is invalid or not supported"
51467-BK,"All Websites [EUR]","ALL GROUPS",1,920,"Product Type is invalid or not supported"
51469,"All Websites [EUR]","ALL GROUPS",1,5.200,"Product Type is invalid or not supported"
51472,"All Websites [EUR]","ALL GROUPS",1,10.490,"Product Type is invalid or not supported"
51473,"All Websites [EUR]","ALL GROUPS",1,5.620,"Product Type is invalid or not supported"
51474,"All Websites [EUR]","ALL GROUPS",1,3.990,"Product Type is invalid or not supported"
51475,"All Websites [EUR]","ALL GROUPS",1,4.400,"Product Type is invalid or not supported"
51476,"All Websites [EUR]","ALL GROUPS",1,6.990,"Product Type is invalid or not supported"
51477,"All Websites [EUR]","ALL GROUPS",1,4.820,"Product Type is invalid or not supported"
51478,"All Websites [EUR]","ALL GROUPS",1,2.720,"Product Type is invalid or not supported"
51480,"All Websites [EUR]","ALL GROUPS",1,10.490,"Product Type is invalid or not supported"
51481,"All Websites [EUR]","ALL GROUPS",1,16.750,"Product Type is invalid or not supported"
51482,"All Websites [EUR]","ALL GROUPS",1,4.600,"Product Type is invalid or not supported"
51483,"All Websites [EUR]","ALL GROUPS",1,2.820,"Product Type is invalid or not supported"
51487,"All Websites [EUR]","ALL GROUPS",1,4.290,"Product Type is invalid or not supported"
51493,"All Websites [EUR]","ALL GROUPS",1,1.290,"Product Type is invalid or not supported"
51494,"All Websites [EUR]","ALL GROUPS",1,4.820,"Product Type is invalid or not supported"
51495,"All Websites [EUR]","ALL GROUPS",1,3.880,"Product Type is invalid or not supported"
51496,"All Websites [EUR]","ALL GROUPS",1,5.620,"Product Type is invalid or not supported"
51497,"All Websites [EUR]","ALL GROUPS",1,14.850,"Product Type is invalid or not supported"
51498,"All Websites [EUR]","ALL GROUPS",1,7.690,"Product Type is invalid or not supported"
51499,"All Websites [EUR]","ALL GROUPS",1,8.080,"Product Type is invalid or not supported"
51501,"All Websites [EUR]","ALL GROUPS",1,24.980,"Product Type is invalid or not supported"
51502,"All Websites [EUR]","ALL GROUPS",1,7.330,"Product Type is invalid or not supported"
51503,"All Websites [EUR]","ALL GROUPS",1,4.990,"Product Type is invalid or not supported"
51504,"All Websites [EUR]","ALL GROUPS",1,8.700,"Product Type is invalid or not supported"
51505,"All Websites [EUR]","ALL GROUPS",1,12.430,"Product Type is invalid or not supported"
51508,"All Websites [EUR]","ALL GROUPS",1,11.180,"Product Type is invalid or not supported"
51509,"All Websites [EUR]","ALL GROUPS",1,16.790,"Product Type is invalid or not supported"
51510,"All Websites [EUR]","ALL GROUPS",1,57.730,"Product Type is invalid or not supported"
51511-BK,"All Websites [EUR]","ALL GROUPS",1,3.720,"Product Type is invalid or not supported"
51511-SR,"All Websites [EUR]","ALL GROUPS",1,3.720,"Product Type is invalid or not supported"
51512,"All Websites [EUR]","ALL GROUPS",1,14.690,"Product Type is invalid or not supported"
51514,"All Websites [EUR]","ALL GROUPS",1,2.990,"Product Type is invalid or not supported"
51517-BE,"All Websites [EUR]","ALL GROUPS",1,3.290,"Product Type is invalid or not supported"
51517-LRD,"All Websites [EUR]","ALL GROUPS",1,3.290,"Product Type is invalid or not supported"
51518-BK,"All Websites [EUR]","ALL GROUPS",1,980,"Product Type is invalid or not supported"
51518-LRD,"All Websites [EUR]","ALL GROUPS",1,980,"Product Type is invalid or not supported"
51518-SR,"All Websites [EUR]","ALL GROUPS",1,980,"Product Type is invalid or not supported"
51518-WE,"All Websites [EUR]","ALL GROUPS",1,980,"Product Type is invalid or not supported"
51519,"All Websites [EUR]","ALL GROUPS",1,6.200,"Product Type is invalid or not supported"
51520,"All Websites [EUR]","ALL GROUPS",1,8.390,"Product Type is invalid or not supported"
51521,"All Websites [EUR]","ALL GROUPS",1,3.990,"Product Type is invalid or not supported"
51522,"All Websites [EUR]","ALL GROUPS",1,6.560,"Product Type is invalid or not supported"
51523,"All Websites [EUR]","ALL GROUPS",1,9.990,"Product Type is invalid or not supported"
51524,"All Websites [EUR]","ALL GROUPS",1,12.990,"Product Type is invalid or not supported"
51528,"All Websites [EUR]","ALL GROUPS",1,4.990,"Product Type is invalid or not supported"
51530,"All Websites [EUR]","ALL GROUPS",1,9.290,"Product Type is invalid or not supported"
51531,"All Websites [EUR]","ALL GROUPS",1,13.630,"Product Type is invalid or not supported"
51533,"All Websites [EUR]","ALL GROUPS",1,3.880,"Product Type is invalid or not supported"
51534,"All Websites [EUR]","ALL GROUPS",1,2.820,"Product Type is invalid or not supported"
51535,"All Websites [EUR]","ALL GROUPS",1,6.200,"Product Type is invalid or not supported"
